Problem ID :1000  Problem :A + B Problem  提交人数 :3147  AC人数 :2740
Problem ID :1107  Problem :IP判断  提交人数 :53  AC人数 :25
Problem ID :1108  Problem :Jam的计数法  提交人数 :2  AC人数 :2
Problem ID :1110  Problem :Tom数  提交人数 :311  AC人数 :97
Problem ID :1112  Problem :【C语言训练】"水仙花数"问题2  提交人数 :177  AC人数 :174
Problem ID :1114  Problem :【C语言训练】亲密数  提交人数 :76  AC人数 :75
Problem ID :1115  Problem :【C语言训练】列出最简真分数序列*  提交人数 :142  AC人数 :140
Problem ID :1116  Problem :【C语言训练】大、小写问题  提交人数 :1121  AC人数 :610
Problem ID :1117  Problem :【C语言训练】委派任务*  提交人数 :57  AC人数 :55
Problem ID :1118  Problem :【C语言训练】字符串正反连接  提交人数 :267  AC人数 :161
Problem ID :1119  Problem :【C语言训练】尼科彻斯定理  提交人数 :178  AC人数 :128
Problem ID :1120  Problem :【C语言训练】排序问题<1>  提交人数 :125  AC人数 :67
Problem ID :1121  Problem :【C语言训练】排序问题<2>  提交人数 :65  AC人数 :40
Problem ID :1122  Problem :【C语言训练】数字母  提交人数 :122  AC人数 :61
Problem ID :1123  Problem :【C语言训练】斐波纳契数列  提交人数 :207  AC人数 :125
Problem ID :1124  Problem :【C语言训练】最大数问题  提交人数 :231  AC人数 :87
Problem ID :1125  Problem :【C语言训练】求1+2!+3!+...+N!的和  提交人数 :486  AC人数 :106
Problem ID :1126  Problem :【C语言训练】求PI*  提交人数 :60  AC人数 :24
Problem ID :1127  Problem :【C语言训练】求s=a+aa+aaa+aaaa+aa...a的值  提交人数 :242  AC人数 :130
Problem ID :1129  Problem :【C语言训练】求函数值  提交人数 :96  AC人数 :88
Problem ID :1130  Problem :【C语言训练】求矩阵的两对角线上的元素之和  提交人数 :610  AC人数 :226
Problem ID :1131  Problem :【C语言训练】求素数问题  提交人数 :154  AC人数 :113
Problem ID :1132  Problem :【C语言训练】求车速  提交人数 :55  AC人数 :54
Problem ID :1133  Problem :【C语言训练】百钱百鸡问题  提交人数 :317  AC人数 :90
Problem ID :1134  Problem :【C语言训练】立方和不等式  提交人数 :110  AC人数 :59
Problem ID :1135  Problem :【C语言训练】素数问题  提交人数 :102  AC人数 :92
Problem ID :1136  Problem :【C语言训练】自守数问题  提交人数 :26  AC人数 :26
Problem ID :1137  Problem :【C语言训练】自由落体问题  提交人数 :116  AC人数 :76
Problem ID :1138  Problem :【C语言训练】舍罕王的失算  提交人数 :58  AC人数 :56
Problem ID :1139  Problem :【C语言训练】角谷猜想  提交人数 :165  AC人数 :140
Problem ID :1140  Problem :【C语言训练】计算1977！*  提交人数 :24  AC人数 :6
Problem ID :1141  Problem :【C语言训练】计算1~N之间所有奇数之和  提交人数 :85  AC人数 :85
Problem ID :1142  Problem :【C语言训练】计算t=1+1/2+1/3+...+1/n  提交人数 :609  AC人数 :332
Problem ID :1143  Problem :【C语言训练】计算一个整数N的阶乘  提交人数 :86  AC人数 :74
Problem ID :1144  Problem :【C语言训练】计算：t=1-1/(2*2)-1/(3*3)-...-1/(m*m)  提交人数 :79  AC人数 :54
Problem ID :1145  Problem :【C语言训练】谁家孩子跑最慢*   提交人数 :33  AC人数 :33
Problem ID :1146  Problem :【C语言训练】邮票组合问题*  提交人数 :45  AC人数 :42
Problem ID :1149  Problem :【亲和数】  提交人数 :57  AC人数 :36
Problem ID :1150  Problem :【作业调度方案】  提交人数 :10  AC人数 :4
Problem ID :1151  Problem :【偶数求和】  提交人数 :22  AC人数 :13
Problem ID :1152  Problem :【出圈】  提交人数 :130  AC人数 :15
Problem ID :1153  Problem :【回文数(二)】  提交人数 :14  AC人数 :2
Problem ID :1154  Problem :【密码】  提交人数 :146  AC人数 :37
Problem ID :1155  Problem :【排队买票】  提交人数 :16  AC人数 :5
Problem ID :1156  Problem :【数组的距离】  提交人数 :383  AC人数 :151
Problem ID :1157  Problem :【明明的随机数】  提交人数 :15  AC人数 :7
Problem ID :1158  Problem :【求[X,Y]内被除3余1并且被除5余3的整数的和】  提交人数 :42  AC人数 :41
Problem ID :1159  Problem :【矩阵】  提交人数 :8  AC人数 :0
Problem ID :1160  Problem :【简单计算】  提交人数 :1  AC人数 :0
Problem ID :1161  Problem :【绝对值排序】  提交人数 :264  AC人数 :98
Problem ID :1162  Problem :【能量项链】  提交人数 :1  AC人数 :1
Problem ID :1163  Problem :【蟠桃记】  提交人数 :39  AC人数 :34
Problem ID :1164  Problem :【计算两点间的距离】  提交人数 :290  AC人数 :194
Problem ID :1165  Problem :【计算球体积】  提交人数 :49  AC人数 :42
Problem ID :1166  Problem :【计算直线的交点数】  提交人数 :9  AC人数 :2
Problem ID :1167  Problem :【金明的预算方案】  提交人数 :4  AC人数 :0
Problem ID :1168  Problem :【魔板】  提交人数 :2  AC人数 :1
Problem ID :1169  Problem :三角形  提交人数 :14  AC人数 :7
Problem ID :1170  Problem :三进制小数  提交人数 :13  AC人数 :5
Problem ID :1171  Problem :上车人数  提交人数 :6  AC人数 :5
Problem ID :1172  Problem :不容易系列  提交人数 :15  AC人数 :15
Problem ID :1173  Problem :不容易系列2  提交人数 :9  AC人数 :9
Problem ID :1174  Problem :人民币问题  提交人数 :22  AC人数 :19
Problem ID :1175  Problem :人见人爱A+B  提交人数 :43  AC人数 :30
Problem ID :1176  Problem :众数问题  提交人数 :9  AC人数 :6
Problem ID :1177  Problem :作业调度方案  提交人数 :1  AC人数 :1
Problem ID :1178  Problem :倒杨辉三角形  提交人数 :37  AC人数 :4
Problem ID :1179  Problem :假币问题  提交人数 :37  AC人数 :3
Problem ID :1180  Problem :做幻方  提交人数 :6  AC人数 :1
Problem ID :1181  Problem :内码对称  提交人数 :5  AC人数 :3
Problem ID :1182  Problem :剔除相关数  提交人数 :1  AC人数 :1
Problem ID :1183  Problem :化学品问题  提交人数 :4  AC人数 :2
Problem ID :1184  Problem :十->二进制转换  提交人数 :7  AC人数 :1
Problem ID :1185  Problem :半数集问题  提交人数 :1  AC人数 :1
Problem ID :1186  Problem :去括号  提交人数 :1  AC人数 :0
Problem ID :1187  Problem :去掉双斜杠注释  提交人数 :17  AC人数 :2
Problem ID :1188  Problem :去掉空格  提交人数 :9  AC人数 :6
Problem ID :1190  Problem :取石子游戏  提交人数 :3  AC人数 :1
Problem ID :1191  Problem :哥德巴赫曾猜测  提交人数 :32  AC人数 :17
Problem ID :1192  Problem :回文串  提交人数 :28  AC人数 :13
Problem ID :1193  Problem :回文数(一)  提交人数 :70  AC人数 :54
Problem ID :1194  Problem :多输入输出练习1  提交人数 :52  AC人数 :34
Problem ID :1195  Problem :多输入输出练习2  提交人数 :21  AC人数 :16
Problem ID :1196  Problem :大小写转换  提交人数 :49  AC人数 :29
Problem ID :1197  Problem :字符串的修改  提交人数 :39  AC人数 :15
Problem ID :1198  Problem :字符串问题  提交人数 :124  AC人数 :70
Problem ID :1199  Problem :字符排列问题  提交人数 :24  AC人数 :17
Problem ID :1200  Problem :孤独的骑士  提交人数 :12  AC人数 :5
Problem ID :1201  Problem :密码截获  提交人数 :18  AC人数 :4
Problem ID :1202  Problem :小明A+B  提交人数 :180  AC人数 :135
Problem ID :1204  Problem :年会  提交人数 :0  AC人数 :0
Problem ID :1205  Problem :幸运儿  提交人数 :9  AC人数 :0
Problem ID :1206  Problem :开心的金明  提交人数 :8  AC人数 :5
Problem ID :1207  Problem :恺撒密码  提交人数 :179  AC人数 :62
Problem ID :1208  Problem :愚蠢的摄影师  提交人数 :10  AC人数 :5
Problem ID :1210  Problem :换位置  提交人数 :5  AC人数 :5
Problem ID :1211  Problem :排列  提交人数 :7  AC人数 :3
Problem ID :1212  Problem :数列  提交人数 :3  AC人数 :2
Problem ID :1213  Problem :数列排序  提交人数 :91  AC人数 :31
Problem ID :1214  Problem :数列有序  提交人数 :10  AC人数 :3
Problem ID :1217  Problem :敲七  提交人数 :20  AC人数 :9
Problem ID :1218  Problem :整除的尾数  提交人数 :15  AC人数 :9
Problem ID :1219  Problem :文科生的悲哀  提交人数 :12  AC人数 :3
Problem ID :1220  Problem :方砖问题  提交人数 :6  AC人数 :1
Problem ID :1221  Problem :日期排序  提交人数 :6  AC人数 :3
Problem ID :1222  Problem :明明的随机数  提交人数 :10  AC人数 :4
Problem ID :1223  Problem :最多约数问题  提交人数 :8  AC人数 :0
Problem ID :1224  Problem :最小公倍数  提交人数 :100  AC人数 :76
Problem ID :1225  Problem :最小重量机器设计问题  提交人数 :7  AC人数 :0
Problem ID :1227  Problem :查找最大元素  提交人数 :3  AC人数 :3
Problem ID :1228  Problem :核电站问题  提交人数 :1  AC人数 :1
Problem ID :1229  Problem :检查一个数是否为质数  提交人数 :24  AC人数 :23
Problem ID :1230  Problem :检查金币  提交人数 :6  AC人数 :1
Problem ID :1231  Problem :母牛生小牛  提交人数 :5  AC人数 :3
Problem ID :1232  Problem :求组合数  提交人数 :3  AC人数 :3
Problem ID :1233  Problem :演讲大赛评分  提交人数 :1  AC人数 :1
Problem ID :1234  Problem :班级人数  提交人数 :6  AC人数 :6
Problem ID :1235  Problem :生日日数  提交人数 :1  AC人数 :1
Problem ID :1236  Problem :盐水的故事  提交人数 :84  AC人数 :19
Problem ID :1238  Problem :破解平方数  提交人数 :3  AC人数 :0
Problem ID :1239  Problem :破解简单密码  提交人数 :293  AC人数 :32
Problem ID :1240  Problem :神奇的fans  提交人数 :99  AC人数 :16
Problem ID :1241  Problem :第几天  提交人数 :8  AC人数 :8
Problem ID :1243  Problem :简单的事情  提交人数 :7  AC人数 :4
Problem ID :1244  Problem :简单编码  提交人数 :31  AC人数 :0
Problem ID :1245  Problem :素数回文  提交人数 :94  AC人数 :52
Problem ID :1247  Problem :统计立方数  提交人数 :82  AC人数 :21
Problem ID :1248  Problem :老王赛马  提交人数 :9  AC人数 :2
Problem ID :1249  Problem :考试排名  提交人数 :9  AC人数 :2
Problem ID :1250  Problem :能量项链  提交人数 :3  AC人数 :2
Problem ID :1251  Problem :诡秘的余数  提交人数 :6  AC人数 :0
Problem ID :1252  Problem :超级楼梯  提交人数 :4  AC人数 :4
Problem ID :1253  Problem :连续自然数和  提交人数 :9  AC人数 :0
Problem ID :1254  Problem :送分题素数  提交人数 :16  AC人数 :10
Problem ID :1255  Problem :逆反的01串  提交人数 :8  AC人数 :3
Problem ID :1256  Problem :速算24点  提交人数 :14  AC人数 :4
Problem ID :1257  Problem :邮局选址问题  提交人数 :1  AC人数 :1
Problem ID :1258  Problem :金明的预算方案  提交人数 :2  AC人数 :2
Problem ID :1259  Problem :防御导弹  提交人数 :9  AC人数 :2
Problem ID :1260  Problem :青年歌手大奖赛_评委会打分  提交人数 :1163  AC人数 :580
Problem ID :1261  Problem :马拦过河卒  提交人数 :4  AC人数 :2
Problem ID :1262  Problem :奖学金  提交人数 :17  AC人数 :6
Problem ID :1263  Problem :纪念品分组  提交人数 :2  AC人数 :2
Problem ID :1264  Problem :守望者的逃离  提交人数 :2  AC人数 :2
Problem ID :1265  Problem :Hanoi双塔问题  提交人数 :1  AC人数 :1
Problem ID :1266  Problem :不高兴的津津  提交人数 :3  AC人数 :3
Problem ID :1267  Problem :花生采摘  提交人数 :2  AC人数 :2
Problem ID :1268  Problem :FBI树  提交人数 :2  AC人数 :2
Problem ID :1269  Problem :火星人  提交人数 :3  AC人数 :2
Problem ID :1270  Problem :乒乓球  提交人数 :6  AC人数 :2
Problem ID :1271  Problem :数字游戏  提交人数 :2  AC人数 :2
Problem ID :1272  Problem :栈  提交人数 :2  AC人数 :2
Problem ID :1273  Problem :麦森数  提交人数 :12  AC人数 :0
Problem ID :1274  Problem :级数求和  提交人数 :17  AC人数 :9
Problem ID :1275  Problem :选数  提交人数 :2  AC人数 :2
Problem ID :1276  Problem :产生数  提交人数 :4  AC人数 :2
Problem ID :1277  Problem :过河卒  提交人数 :5  AC人数 :2
Problem ID :1278  Problem :采油区域  提交人数 :6  AC人数 :0
Problem ID :1279  Problem :会议中心  提交人数 :4  AC人数 :0
Problem ID :1280  Problem :抢掠计划  提交人数 :1  AC人数 :1
Problem ID :1281  Problem :VIJOS-P1000  提交人数 :44  AC人数 :43
Problem ID :1282  Problem :VIJOS-P1001  提交人数 :4  AC人数 :3
Problem ID :1283  Problem :VIJOS-P1002  提交人数 :4  AC人数 :2
Problem ID :1284  Problem :VIJOS-P1003  提交人数 :1  AC人数 :1
Problem ID :1285  Problem :VIJOS-P1004  提交人数 :1  AC人数 :1
Problem ID :1286  Problem :VIJOS-P1005  提交人数 :6  AC人数 :0
Problem ID :1287  Problem :VIJOS-P1006  提交人数 :1  AC人数 :1
Problem ID :1288  Problem :VIJOS-P1007  提交人数 :3  AC人数 :2
Problem ID :1289  Problem :VIJOS-P1008  提交人数 :1  AC人数 :1
Problem ID :1290  Problem :VIJOS-P1009  提交人数 :3  AC人数 :0
Problem ID :1291  Problem :VIJOS-P1010  提交人数 :1  AC人数 :1
Problem ID :1292  Problem :VIJOS-P1011  提交人数 :6  AC人数 :0
Problem ID :1293  Problem :VIJOS-P1012  提交人数 :1  AC人数 :0
Problem ID :1294  Problem :VIJOS-P1013  提交人数 :1  AC人数 :1
Problem ID :1295  Problem :VIJOS-P1014  提交人数 :2  AC人数 :1
Problem ID :1296  Problem :VIJOS-P1015  提交人数 :1  AC人数 :1
Problem ID :1297  Problem :VIJOS-P1016  提交人数 :1  AC人数 :0
Problem ID :1298  Problem :VIJOS-P1017  提交人数 :0  AC人数 :0
Problem ID :1299  Problem :VIJOS-P1018  提交人数 :1  AC人数 :0
Problem ID :1300  Problem :VIJOS-P1019  提交人数 :3  AC人数 :2
Problem ID :1301  Problem :VIJOS-P1020  提交人数 :1  AC人数 :1
Problem ID :1302  Problem :VIJOS-P1021  提交人数 :6  AC人数 :0
Problem ID :1303  Problem :VIJOS-P1022  提交人数 :2  AC人数 :1
Problem ID :1304  Problem :VIJOS-P1023  提交人数 :1  AC人数 :1
Problem ID :1305  Problem :VIJOS-P1024  提交人数 :1  AC人数 :1
Problem ID :1306  Problem :VIJOS-P1025  提交人数 :1  AC人数 :1
Problem ID :1307  Problem :VIJOS-P1026  提交人数 :2  AC人数 :1
Problem ID :1308  Problem :VIJOS-P1027  提交人数 :1  AC人数 :1
Problem ID :1309  Problem :VIJOS-P1028  提交人数 :2  AC人数 :1
Problem ID :1310  Problem :VIJOS-P1029  提交人数 :1  AC人数 :0
Problem ID :1311  Problem :VIJOS-P1030  提交人数 :1  AC人数 :0
Problem ID :1312  Problem :VIJOS-P1031  提交人数 :0  AC人数 :0
Problem ID :1313  Problem :VIJOS-P1032  提交人数 :1  AC人数 :0
Problem ID :1314  Problem :VIJOS-P1033  提交人数 :3  AC人数 :3
Problem ID :1315  Problem :VIJOS-P1034  提交人数 :2  AC人数 :2
Problem ID :1316  Problem :VIJOS-P1035  提交人数 :3  AC人数 :3
Problem ID :1317  Problem :VIJOS-P1036  提交人数 :1  AC人数 :0
Problem ID :1318  Problem :VIJOS-P1037  提交人数 :5  AC人数 :1
Problem ID :1319  Problem :VIJOS-P1038  提交人数 :2  AC人数 :1
Problem ID :1320  Problem :VIJOS-P1039  提交人数 :1  AC人数 :1
Problem ID :1321  Problem :VIJOS-P1040  提交人数 :2  AC人数 :2
Problem ID :1322  Problem :VIJOS-P1041  提交人数 :1  AC人数 :1
Problem ID :1323  Problem :VIJOS-P1042  提交人数 :5  AC人数 :1
Problem ID :1324  Problem :VIJOS-P1044  提交人数 :0  AC人数 :0
Problem ID :1325  Problem :VIJOS-P1045  提交人数 :1  AC人数 :0
Problem ID :1326  Problem :VIJOS-P1046  提交人数 :1  AC人数 :0
Problem ID :1327  Problem :VIJOS-P1047  提交人数 :3  AC人数 :2
Problem ID :1328  Problem :VIJOS-P1048  提交人数 :1  AC人数 :0
Problem ID :1329  Problem :VIJOS-P1051  提交人数 :1  AC人数 :1
Problem ID :1330  Problem :VIJOS-P1052  提交人数 :3  AC人数 :0
Problem ID :1331  Problem :VIJOS-P1053  提交人数 :1  AC人数 :1
Problem ID :1332  Problem :VIJOS-P1071  提交人数 :4  AC人数 :0
Problem ID :1333  Problem :VIJOS-P1072  提交人数 :1  AC人数 :1
Problem ID :1334  Problem :VIJOS-P1073  提交人数 :2  AC人数 :0
Problem ID :1335  Problem :VIJOS-P1076  提交人数 :5  AC人数 :1
Problem ID :1336  Problem :VIJOS-P1078  提交人数 :1  AC人数 :1
Problem ID :1337  Problem :VIJOS-P1080  提交人数 :1  AC人数 :1
Problem ID :1338  Problem :VIJOS-P1081  提交人数 :1  AC人数 :0
Problem ID :1339  Problem :VIJOS-P1091  提交人数 :1  AC人数 :0
Problem ID :1340  Problem :VIJOS-P1156  提交人数 :1  AC人数 :0
Problem ID :1341  Problem :VIJOS-P1157  提交人数 :2  AC人数 :2
Problem ID :1342  Problem :VIJOS-P1159  提交人数 :1  AC人数 :0
Problem ID :1343  Problem :VIJOS-P1162  提交人数 :1  AC人数 :1
Problem ID :1344  Problem :VIJOS-P1164  提交人数 :1  AC人数 :1
Problem ID :1345  Problem :VIJOS-P1165  提交人数 :2  AC人数 :1
Problem ID :1346  Problem :VIJOS-P1166  提交人数 :1  AC人数 :1
Problem ID :1347  Problem :VIJOS-P1167  提交人数 :1  AC人数 :1
Problem ID :1348  Problem :VIJOS-P1168  提交人数 :0  AC人数 :0
Problem ID :1349  Problem :VIJOS-P1169  提交人数 :1  AC人数 :1
Problem ID :1350  Problem :VIJOS-P1171  提交人数 :0  AC人数 :0
Problem ID :1351  Problem :VIJOS-P1172  提交人数 :1  AC人数 :1
Problem ID :1352  Problem :VIJOS-P1176  提交人数 :1  AC人数 :1
Problem ID :1353  Problem :VIJOS-P1178  提交人数 :1  AC人数 :1
Problem ID :1354  Problem :VIJOS-P1179  提交人数 :1  AC人数 :0
Problem ID :1355  Problem :VIJOS-P1180  提交人数 :1  AC人数 :0
Problem ID :1356  Problem :VIJOS-P1181  提交人数 :1  AC人数 :1
Problem ID :1357  Problem :VIJOS-P1182  提交人数 :1  AC人数 :1
Problem ID :1358  Problem :VIJOS-P1184  提交人数 :0  AC人数 :0
Problem ID :1359  Problem :VIJOS-P1232  提交人数 :2  AC人数 :0
Problem ID :1360  Problem :VIJOS-P1234  提交人数 :1  AC人数 :1
Problem ID :1361  Problem :VIJOS-P1235  提交人数 :1  AC人数 :1
Problem ID :1362  Problem :VIJOS-P1236  提交人数 :2  AC人数 :1
Problem ID :1363  Problem :VIJOS-P1237  提交人数 :1  AC人数 :1
Problem ID :1364  Problem :VIJOS-P1238  提交人数 :1  AC人数 :0
Problem ID :1365  Problem :VIJOS-P1242  提交人数 :1  AC人数 :1
Problem ID :1366  Problem :VIJOS-P1244  提交人数 :1  AC人数 :1
Problem ID :1367  Problem :VIJOS-P1245  提交人数 :0  AC人数 :0
Problem ID :1368  Problem :VIJOS-P1246  提交人数 :0  AC人数 :0
Problem ID :1369  Problem :VIJOS-P1248  提交人数 :1  AC人数 :1
Problem ID :1370  Problem :VIJOS-P1249  提交人数 :2  AC人数 :1
Problem ID :1371  Problem :VIJOS-P1250  提交人数 :1  AC人数 :1
Problem ID :1372  Problem :VIJOS-P1253  提交人数 :0  AC人数 :0
Problem ID :1373  Problem :VIJOS-P1255  提交人数 :1  AC人数 :0
Problem ID :1374  Problem :VIJOS-P1257  提交人数 :1  AC人数 :1
Problem ID :1375  Problem :VIJOS-P1258  提交人数 :1  AC人数 :1
Problem ID :1376  Problem :VIJOS-P1263  提交人数 :0  AC人数 :0
Problem ID :1377  Problem :VIJOS-P1264  提交人数 :1  AC人数 :1
Problem ID :1378  Problem :VIJOS-P1277  提交人数 :0  AC人数 :0
Problem ID :1379  Problem :VIJOS-P1279  提交人数 :1  AC人数 :1
Problem ID :1380  Problem :VIJOS-P1280  提交人数 :0  AC人数 :0
Problem ID :1381  Problem :VIJOS-P1281  提交人数 :1  AC人数 :1
Problem ID :1382  Problem :VIJOS-P1282  提交人数 :1  AC人数 :0
Problem ID :1383  Problem :VIJOS-P1283  提交人数 :0  AC人数 :0
Problem ID :1384  Problem :VIJOS-P1284  提交人数 :0  AC人数 :0
Problem ID :1385  Problem :VIJOS-P1285  提交人数 :1  AC人数 :1
Problem ID :1386  Problem :VIJOS-P1286  提交人数 :1  AC人数 :0
Problem ID :1387  Problem :VIJOS-P1288  提交人数 :0  AC人数 :0
Problem ID :1388  Problem :VIJOS-P1290  提交人数 :1  AC人数 :0
Problem ID :1389  Problem :VIJOS-P1291  提交人数 :1  AC人数 :1
Problem ID :1390  Problem :VIJOS-P1292  提交人数 :1  AC人数 :1
Problem ID :1391  Problem :VIJOS-P1294  提交人数 :1  AC人数 :0
